;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
0;Todo;En directo;Música;Videojuegos;Henrique e Juliano;Gusttavo Lima;Deep house;Listas de reproducción;Música brasileña;Palmeiras;Minecraft Bedrock;Comedia;Telenovelas;Música independiente;Pódcast;Emisiones televisivas en directo;Música infantil;Juegos de acción y aventuras;Guitarra;Películas de comedia;Subidas recientes
1;Todo;Música;En directo;Listas de reproducción;Música sertaneja;Años 1980;Kygo;Música brasileña;Videojuegos;Chill out;Hard rock;Música de adoración;Animación;Comedia;Música ambiental;Música independiente;Minecraft Bedrock;Pódcast;Música clásica;Música infantil;Subidas recientes
2;Todo;En directo;Música;Música sertaneja;Música brasileña;Videojuegos;Listas de reproducción;Kygo;Música soul;Anderson Freire;Chill out;Jazz;Comedia;Animación;Minecraft Bedrock;Música clásica;Rhythm & blues;Música independiente;Música infantil;Pódcast;Subidas recientes
3;Todo;En directo;Música;Kygo;Videojuegos;Henrique e Juliano;Listas de reproducción;Forró;Rock clásico;Música brasileña;Himno;Jazz;Minecraft Bedrock;Comedia;Música de fondo;Música independiente;Música infantil;Pódcast;Historia;Películas de comedia;Subidas recientes
4;Todo;En directo;Música;Videojuegos;Álbumes de grandes éxitos;Listas de reproducción;Música sertaneja;Música popular brasileña;Samba;Música de adoración;Música brasileña;Hard rock;Comedia;Música infantil;Música soul;Música clásica;Minecraft Bedrock;Música electrónica;Subidas recientes;;
5;Todo;En directo;Música;Música sertaneja;Listas de reproducción;Kygo;Música brasileña;Videojuegos;Hard rock;Anderson Freire;Chill out;Música clásica;Música independiente;Minecraft Bedrock;Comedia;Música infantil;Películas de comedia;Subidas recientes;;;
6;Todo;Música;En directo;Música popular brasileña;Música brasileña;Listas de reproducción;Videojuegos;Kygo;Música soul;Hard rock;Anderson Freire;Chill out;Animación;Música clásica;Comedia;Minecraft Bedrock;Pódcast;Música infantil;Juegos de acción y aventuras;Subidas recientes;
7;Todo;En directo;Música;Kygo;Música sertaneja;Anderson Freire;Música de adoración;Listas de reproducción;Música brasileña;Música soul;Chill out;Blues rock;Hard rock;Videojuegos;Música de fondo;Música independiente;Música clásica;Pódcast;Comedia;Música infantil;Subidas recientes
8;Todo;En directo;Música;Música sertaneja;Listas de reproducción;Videojuegos;Kygo;Música brasileña;Hard rock;Anderson Freire;Chill out;Himno;Animación;Comedia;Minecraft Bedrock;Música clásica;Música infantil;Guitarra;Juegos de acción y aventuras;Lecciones;Subidas recientes
9;Todo;Música;En directo;Música sertaneja;Listas de reproducción;Deep house;Videojuegos;Chill out;Emisiones televisivas en directo;Copa CONMEBOL Libertadores;Hip Hop brasileño;Pódcast;Comedia;Concursos televisivos;Minecraft Bedrock;Música infantil;Música pop;Películas de comedia;Conversaciones;Lecciones;Subidas recientes
