;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
0;Tudo;Música;Ao vivo;Hino;Contemporary worship music;Música sertaneja;Kygo;Lista de reprodução;Música brasileira;Blues;Jogos;Chill out;campainha de elevador;Copa Libertadores da América;Animação;Música clássica;Comédia;Sombra;Podcast;História;Enviados recentemente
1;Tudo;Ao vivo;Música;Música sertaneja;Damares;Contemporary worship music;Deep House;Hino;Música brasileira;Lista de reprodução;Soft Rock;Blues;Música do Romantismo;Jogos;Música clássica;Música indie;Chill out;Animação;Dublagens;Música infantil;Enviados recentemente
2;Tudo;Ao vivo;Música;Música sertaneja;Damares;Deep House;Contemporary worship music;Hino;Música brasileira;Década de 1980;Jazz;Álbuns de maiores sucessos / Álbuns de grandes sucessos;Chill out;Soul Music;Jogos;Música indie;Animação;Comédia;Copa Libertadores da América;Pensamentos;Enviados recentemente
3;Tudo;Ao vivo;Música;Henrique & Juliano;Música sertaneja;Deep House;Música brasileira;Gabriela Rocha;Chill out;Damares;Hino;Música do Romantismo;Década de 1980;Jogos;Soft Rock;Música indie;Blues;Clube de Regatas do Flamengo;Comédia;Dublagens;Enviados recentemente
4;Tudo;Música;Ao vivo;Kygo;Contemporary worship music;Hino;Música sertaneja;Blues-rock;Lista de reprodução;Jogos;Bossa Nova;campainha de elevador;Samba;Copa Libertadores da América;Animação;Comédia;Música clássica;Sombra;Podcast;Minijogo;Enviados recentemente
5;Tudo;Ao vivo;Música;Música sertaneja;Deep House;Anderson Freire;Contemporary worship music;Hino;Música brasileira;Jazz;Álbuns;Chill out;Década de 1980;Soft Rock;Jogos;Música New Age;Hard rock;Animação;Música indie;Sitcoms;Enviados recentemente
6;Tudo;Ao vivo;Música;Kygo;Anderson Freire;Henrique & Juliano;Música sertaneja;Contemporary worship music;Hino;Música brasileira;Lista de reprodução;Soft Rock;Blues;Jogos;Chill out;Música clássica;Animação;R&B;Dublagens;Comédia;Enviados recentemente
7;Tudo;Ao vivo;Música;Kygo;Cristina Mel;Música sertaneja;Hino;House Music;Música popular brasileira;Jogos;Copa Libertadores da América;Blues;Animação;Comédia;Sombra;Minecraft Bedrock;Eletrônicos de consumo;Música pop;Aulas;Carros;Enviados recentemente
8;Tudo;Ao vivo;Música;Kygo;Hino;Blues-rock;Música popular brasileira;Lista de reprodução;Rock clássico;Música brasileira;Jogos;Década de 1980;Álbuns;campainha de elevador;Música ambiente;Copa Libertadores da América;Sombra;Comédia;Minecraft Bedrock;Banda musical;Enviados recentemente
9;Tudo;Música;Ao vivo;Kygo;Hino;Chill out;Lista de reprodução;Jazz;Jogos;Música popular brasileira;Álbuns;Música sertaneja;campainha de elevador;Beleza;Copa Libertadores da América;Sitcoms;Comédia;Suspenses;Música indie;Desenhos;Enviados recentemente
