;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
0;Todo;En directo;Música;Música sertaneja;Listas de reproducción;Deep house;Música brasileña;Videojuegos;Música soul;Himno;Hard rock;Música clásica;Minecraft Bedrock;Guitarra;Películas de comedia;Subidas recientes;;;;;
1;Todo;Videojuegos;Música;En directo;Música sertaneja;Davi Sacer;Kygo;Listas de reproducción;Damares;Álbumes;Samba;Hip Hop brasileño;Música popular brasileña;Música soul;Guitarra acústica;Funk carioca;Música infantil;Comedias dramáticas;Minecraft Bedrock;Agrupación musical;Subidas recientes
2;Todo;En directo;Música;Henrique e Juliano;Música sertaneja;Videojuegos;Kygo;Música brasileña;Anderson Freire;Listas de reproducción;Música de adoración;Animación;Minecraft Bedrock;Música clásica;Música infantil;Música pop;Películas de comedia;Subidas recientes;;;
3;Todo;Videojuegos;Música;En directo;Música sertaneja;Davi Sacer;Kygo;Listas de reproducción;Damares;Álbumes;Samba;Hip Hop brasileño;Música popular brasileña;Música soul;Guitarra acústica;Funk carioca;Música infantil;Comedias dramáticas;Minecraft Bedrock;Agrupación musical;Subidas recientes
4;Todo;En directo;Música;Henrique e Juliano;Música sertaneja;Kygo;Listas de reproducción;Música brasileña;Álbumes;Chill out;Videojuegos;Música de adoración;Animación;Música infantil;Música independiente;Comedia;Música clásica;Minecraft Bedrock;Subidas recientes;;
5;Todo;En directo;Música;Kygo;Música de adoración;Himno;Música sertaneja;Listas de reproducción;Videojuegos;Rock clásico;Samba;Comedias dramáticas;Comedia;Minijuego;Pódcast;Minecraft Bedrock;Copa CONMEBOL Libertadores;Música pop;Películas de comedia;Subidas recientes;
6;Todo;En directo;Música;Kygo;Listas de reproducción;Música sertaneja;Música brasileña;Rock clásico;Videojuegos;Chill out;Música de adoración;Hard rock;Animación;Música independiente;Comedia;Música clásica;Minecraft Bedrock;Música infantil;Copa CONMEBOL Libertadores;Subidas recientes;
7;Todo;En directo;Música;Kygo;Listas de reproducción;Música sertaneja;Rock clásico;Música brasileña;Videojuegos;Música soul;Damares;Música de adoración;Animación;Comedias de situaciones;Música independiente;Minecraft Bedrock;Música clásica;Música infantil;Copa CONMEBOL Libertadores;Películas de comedia;Subidas recientes
8;Todo;En directo;Música;Kygo;Música sertaneja;Listas de reproducción;Música brasileña;Videojuegos;Anderson Freire;Guitarra acústica;Himno;Jazz;Electronic dance music;Animación;Música de fondo;Música independiente;Minecraft Bedrock;Comedia;Música clásica;Pódcast;Subidas recientes
9;Todo;En directo;Música;Kygo;Henrique e Juliano;Forró;Listas de reproducción;Damares;Música brasileña;Videojuegos;Comedia;Copa CONMEBOL Libertadores;Minecraft Bedrock;Pódcast;Guitarra;Películas de comedia;Juegos de acción y aventuras;Conversaciones;Subidas recientes;;
