;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
0;Tudo;Música;Ao vivo;Anderson Freire;Contemporary worship music;Música sertaneja;Hino;Deep House;Música brasileira;Álbuns;Década de 1980;Jogos;Soul Music;Clube de Regatas do Flamengo;Jazz;Animação;Música indie;Piano;Comédia;Dance/Eletrônica;Enviados recentemente
1;Tudo;Música;Ao vivo;Anderson Freire;Contemporary worship music;Hino;Henrique & Juliano;Arrocha;Marília Mendonça;Música brasileira;Deep House;Lista de reprodução;Soft Rock;Jogos;Jazz;Hard rock;Música indie;Animação;Música clássica;Clube de Regatas do Flamengo;Enviados recentemente
2;Tudo;Ao vivo;Música;Ed Sheeran;Lista de reprodução;Música sertaneja;Contemporary worship music;Rock clássico;Música brasileira;Chill out;Blues;Jogos;Música indie;Animação;Música clássica;Comédia/dramas;Comédia;Copa Libertadores da América;Sombra;Minecraft Bedrock;Enviados recentemente
3;Tudo;Ao vivo;Música;Henrique & Juliano;Música sertaneja;Anderson Freire;Contemporary worship music;Hino;Música brasileira;Chill out;Deep House;Jazz;Lista de reprodução;Rock clássico;Jogos;Banda sonora;Rock alternativo;Clube de Regatas do Flamengo;Pop rock;Música indie;Enviados recentemente
4;Tudo;Ao vivo;Música;Deep House;Lista de reprodução;Música sertaneja;Contemporary worship music;Música brasileira;Jogos;Blues;Clube de Regatas do Flamengo;Rock alternativo;Animação;Chill out;Sitcoms;Comédia;Piano;Sombra;Podcast;Música infantil;Enviados recentemente
5;Tudo;Música;Ao vivo;Kygo;Lista de reprodução;Rock clássico;Hino;Soul Music;Blues-rock;Música popular brasileira;Álbuns;Música sertaneja;Jogos;campainha de elevador;Banda sonora;Piano;Animação;Clube de Regatas do Flamengo;Comédia;Podcast;Enviados recentemente
6;Tudo;Ao vivo;Música;Música sertaneja;Deep House;Música brasileira;Contemporary worship music;Lista de reprodução;Blues;Rock alternativo;Jogos;Banda sonora;Chill out;Música indie;R&B;Animação;Dance/Eletrônica;Música clássica;Comédia;Copa Libertadores da América;Enviados recentemente
7;Tudo;Ao vivo;Música;Kygo;Lista de reprodução;Damares;Hino;Música sertaneja;Soft Rock;Música brasileira;Jazz;Jogos;Chill out;Música clássica;Animação;Música indie;Música infantil;Comédia;Copa Libertadores da América;Dance/Eletrônica;Enviados recentemente
8;Tudo;Ao vivo;Música;Kygo;Anderson Freire;Música sertaneja;Contemporary worship music;Hino;Lista de reprodução;Música brasileira;Soft Rock;Jazz;Jogos;Hard rock;R&B;Música indie;Animação;Música clássica;Comédia;Música New Age;Enviados recentemente
9;Tudo;Música;Ao vivo;Kygo;Hino;Jogos;Lista de reprodução;Música sertaneja;Música brasileira;Jazz;Animação;Copa Libertadores da América;Gargalhadas;Comédia;Dublagens;Minecraft Bedrock;Sombra;Anime;Jogo de ação e aventura;Aulas;Enviados recentemente
