;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
0;Tudo;Ao vivo;Música;Música sertaneja;Música brasileira;Lista de reprodução;Kygo;Blues-rock;Anderson Freire;Hino;Jogos;campainha de elevador;Animação;Copa Libertadores da América;Música indie;Música clássica;Comédia;Gadgets;Sombra;Música infantil;Enviados recentemente
1;Tudo;Ao vivo;Música;Dua Lipa;Música sertaneja;Música brasileira;Lista de reprodução;Contemporary worship music;Jogos;Blues;Copa Libertadores da América;Comédia;Animação;Música New Age;Podcast;Telenovelas;Sombra;Minecraft Bedrock;Jogo de ação e aventura;Aulas;Enviados recentemente
2;Tudo;Ao vivo;Jogos;Música;Copa Libertadores da América;Música sertaneja;Sombra;Lista de reprodução;Animação;Comédia;Música brasileira;Blues;Minecraft Bedrock;Enviados recentemente;;;;;;;
3;Tudo;Ao vivo;Música;Lista de reprodução;Deep House;Música sertaneja;Contemporary worship music;Música brasileira;Soul Music;Jogos;Blues;Hard rock;Animação;Música clássica;Comédia;Copa Libertadores da América;Minecraft Bedrock;Sombra;Podcast;Felipe Neto;Enviados recentemente
4;Tudo;Ao vivo;Música;Deep House;Anderson Freire;Música sertaneja;Lista de reprodução;Contemporary worship music;Música brasileira;Jazz;Soft Rock;Jogos;Chill out;Hard rock;Música indie;Animação;Sitcoms;Música clássica;Copa Libertadores da América;Minecraft Bedrock;Enviados recentemente
5;Tudo;Música;Ao vivo;Contemporary worship music;Hino;Dua Lipa;Lista de reprodução;Blues-rock;Música popular brasileira;Música sertaneja;Música brasileira;Chill out;Jogos;Música clássica;Música indie;Animação;Comédia;Clube de Regatas do Flamengo;Sombra;Minecraft Bedrock;Enviados recentemente
6;Tudo;Ao vivo;Música;Música sertaneja;Anderson Freire;Música brasileira;Dua Lipa;Hino;Lista de reprodução;Jogos;Jazz;campainha de elevador;Animação;Música clássica;Dublagens;Comédia;Copa Libertadores da América;História;Sombra;Música infantil;Enviados recentemente
7;Tudo;Música;Ao vivo;Hino;Lista de reprodução;Música sertaneja;Contemporary worship music;Música brasileira;Kygo;Jogos;Soul Music;Blues;Clube de Regatas do Flamengo;R&B;Animação;Comédia;Música indie;Sombra;Minecraft Bedrock;Música infantil;Enviados recentemente
8;Tudo;Ao vivo;Música;Forró;Música sertaneja;Lista de reprodução;Música brasileira;Deep House;Hino;Álbuns de maiores sucessos / Álbuns de grandes sucessos;Soul Music;Jazz;Jogos;Hard rock;Música New Age;Animação;Música clássica;Comédia;Copa Libertadores da América;Sombra;Enviados recentemente
9;Tudo;Ao vivo;Música;Kygo;Jogos;Lista de reprodução;Anderson Freire;Música popular brasileira;Blues;Música sertaneja;Música brasileira;Chill out;Hard rock;Música indie;Minecraft Bedrock;Copa Libertadores da América;Animação;Comédia;Música clássica;Sombra;Enviados recentemente
