;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
0;Tudo;Música;Ao vivo;Jogos;Música sertaneja;Lista de reprodução;Copa Libertadores da América;Música brasileira;Destinos turísticos;Jazz;Turismo;Vida selvagem;Música pop;Filmes de comédia;Conversas;Enviados recentemente;;;;;
1;Tudo;Música;Ao vivo;Soft Rock;Música sertaneja;Lista de reprodução;Soul Music;Música brasileira;Deep House;Copa Libertadores da América;Jogos;Contemporary worship music;Hard rock;Blues;Animação;Comédia;Chill out;Música clássica;Música indie;Sombra;Enviados recentemente
2;Tudo;Música;Ao vivo;Kygo;Música sertaneja;Soft Rock;Lista de reprodução;Soul Music;Música brasileira;Jogos;Sitcoms;Animação;Comédia;Hard rock;campainha de elevador;Concertos musicais;Copa Libertadores da América;Sombra;Minecraft Bedrock;Música infantil;Enviados recentemente
3;Tudo;Música;Ao vivo;Lista de reprodução;Música sertaneja;Jogos;Álbuns;Música brasileira;Deep House;Destinos turísticos;Copa Libertadores da América;Comédia;Jazz;Contemporary worship music;Animação;campainha de elevador;Música clássica;Sombra;Música indie;Música infantil;Enviados recentemente
4;Tudo;Ao vivo;Música;Copa Libertadores da América;Jogos;Álbuns de maiores sucessos / Álbuns de grandes sucessos;Lista de reprodução;Deep House;Música sertaneja;Soul Music;Música brasileira;Contemporary worship music;Música clássica;Sombra;Violão;Jogo de ação e aventura;Filmes de comédia;Enviados recentemente;;;
5;Tudo;Ao vivo;Música;Jogos;Música sertaneja;Álbuns de maiores sucessos / Álbuns de grandes sucessos;Lista de reprodução;Soft Rock;Música brasileira;Deep House;Animação;Destinos turísticos;Comédia;campainha de elevador;Música clássica;Minijogo;Copa Libertadores da América;Música infantil;Programas de jogos;Minecraft Bedrock;Enviados recentemente
6;Tudo;Ao vivo;Música;Jogos;Música sertaneja;Álbuns de maiores sucessos / Álbuns de grandes sucessos;Lista de reprodução;Música brasileira;Comédia;Deep House;Animação;Rock alternativo;Música clássica;Sombra;Música infantil;Violão;Minecraft;Enviados recentemente;;;
7;Tudo;Ao vivo;Música;Jogos;Música sertaneja;Deep House;Sitcoms;Copa Libertadores da América;Comédia;Chill out;Música brasileira;Destinos turísticos;Lista de reprodução;Suspenses;Ao vivo;Gargalhadas;Panificação;Minecraft Bedrock;Freestyle Rap;Formula Racing;Enviados recentemente
8;Tudo;Ao vivo;Música;Música sertaneja;Kygo;Música brasileira;Jogos;Copa Libertadores da América;Lista de reprodução;Chill out;Comédia;Música clássica;Podcast;Panificação;Sombra;Violão;Rap;Filmes de comédia;Carros;Minecraft;Enviados recentemente
9;Tudo;Música;Ao vivo;Jogos;Música sertaneja;Hino;Lista de reprodução;Música brasileira;Copa Libertadores da América;Sombra;Minecraft Bedrock;Música pop;Filmes de comédia;Jogo de ação e aventura;Enviados recentemente;;;;;;
