;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
0;All;Live;Laughter;Music;Deep House;Tourism;Gaming;Chill-out music;Comedy;Playlists;Restaurants;KSI;Eating;Kicks;Game shows;History;Nature;Minecraft;Art;Cars;Recently uploaded
1;All;Music;Playlists;Chill-out music;Gaming;Laughter;New-Age Music;Comedy;Eating;History;Trains;Dogs;Nature;Rock Music;Cars;Science;Conversation;Recently uploaded;;;
2;All;Live;Music;Gaming;Deep House;Sitcoms;Laughter;Comedy;Playlists;Background music;Tennis;Highlight films;KSI;Game shows;Eating;Combat sports;Rock Music;Action-adventure games;Cars;Conversation;Recently uploaded
3;All;Live;Music;Gaming;Tourist destinations;Laughter;Comedy;New-Age Music;Game shows;Sports leagues;Eating;Combat sports;Balls;Driving;Debates;Pop Music;Minecraft;Action-adventure games;Conversation;Recently uploaded;
4;All;Live;Music;Deep House;Gaming;Chill-out music;Laughter;Playlists;Restaurants;Comedy;KSI;Combat sports;Action-adventure games;Cars;Conversation;Science;Recently uploaded;;;;
5;All;Live;Music;Deep House;Gaming;Laughter;Comedy;Chill-out music;Restaurants;Aircrafts;Eating;Jazz;History;Children's Music;Minecraft;Pop Music;Cars;Conversation;Recently uploaded;;
6;All;Live;Gaming;Music;Laughter;Tourist destinations;Comedy;Restaurants;Chill-out music;Eating;Tennis;Kicks;Wildlife;Dogs;Podcasts;Driving;Debates;Children's Music;Conversation;Action-adventure games;Recently uploaded
7;All;Live;Music;Deep House;Gaming;Chill-out music;Playlists;Laughter;Comedy;New-Age Music;Aircrafts;Jazz;Restaurants;KSI;Eating;Rock Music;Art;Action-adventure games;Cars;Conversation;Recently uploaded
8;All;Live;Music;Gaming;Laughter;Comedy;Chill-out music;Restaurants;Eating;KSI;Game shows;New-Age Music;Driving;Teams;Debates;Nature;Electronic Music;Rock Music;Action-adventure games;Conversation;Recently uploaded
9;All;Live;Music;Deep House;Laughter;Gaming;Chill-out music;Playlists;Comedy;Gordon Ramsay;Jazz;KSI;Driving;Combat sports;Conversation;Action-adventure games;Science;Recently uploaded;;;
