;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
0;Tudo;Música;Ao vivo;Música sertaneja;Kygo;Música brasileira;Lista de reprodução;Contemporary worship music;Jogos;Blues;Copa Libertadores da América;Animação;Música indie;Dublagens;Comédia;Telenovelas;Sombra;Minecraft Bedrock;Música clássica;Jogo eletrônico independente;Enviados recentemente
1;Tudo;Ao vivo;Música;Música sertaneja;Lista de reprodução;Música brasileira;Deep House;Rock clássico;Contemporary worship music;Jazz;Hard rock;Jogos;Animação;Música clássica;Comédia;Copa Libertadores da América;Sombra;Minecraft Bedrock;Música infantil;Arte;Enviados recentemente
2;Tudo;Ao vivo;Música;Deep House;Música sertaneja;Música brasileira;Lista de reprodução;Hino;Jogos;Copa Libertadores da América;Jazz;Sitcoms;Animação;Comédia;Podcast;Felipe Neto;Minecraft Bedrock;Sombra;Anime;Natureza;Enviados recentemente
3;Tudo;Ao vivo;Música;Lista de reprodução;Deep House;Música sertaneja;Música brasileira;Contemporary worship music;Blues;Jogos;Hard rock;Música indie;Animação;Música clássica;Comédia;Copa Libertadores da América;Minecraft Bedrock;Sombra;Música infantil;Natureza;Enviados recentemente
4;Tudo;Jogos;Música;Ao vivo;Davi Sacer;Música sertaneja;Lista de reprodução;Álbuns de maiores sucessos / Álbuns de grandes sucessos;Música popular brasileira;Copa Libertadores da América;Samba;Sombra;Contemporary worship music;Deep House;Podcast;Hip hop brasileiro;Chill out;Animação;Comédia;Rock clássico;Enviados recentemente
5;Tudo;Música;Ao vivo;Damares;Contemporary worship music;Hino;Deep House;Música sertaneja;Música popular brasileira;Lista de reprodução;Música brasileira;Álbuns;Jogos;Blues;Chill out;Animação;Música clássica;Comédia;Clube de Regatas do Flamengo;Minecraft Bedrock;Enviados recentemente
6;Tudo;Ao vivo;Música;Jogos;Música sertaneja;Deep House;Lista de reprodução;Música brasileira;Animação;Copa Libertadores da América;Álbuns;Hino;Jazz;Contemporary worship music;Comédia;Minecraft Bedrock;campainha de elevador;Música clássica;Música infantil;Sombra;Enviados recentemente
7;Tudo;Ao vivo;Música;Kygo;Lista de reprodução;Música sertaneja;Damares;Década de 1980;Contemporary worship music;Rock clássico;Música brasileira;Blues;Jogos;Metal alternativo;Chill out;Animação;Copa Libertadores da América;Comédia;Podcast;Minecraft Bedrock;Enviados recentemente
8;Tudo;Ao vivo;Música;Lista de reprodução;Música sertaneja;Deep House;Damares;Contemporary worship music;Música brasileira;Soft Rock;Jazz;Jogos;Música indie;Animação;Música clássica;Copa Libertadores da América;Comédia;Minecraft Bedrock;Sombra;Música infantil;Enviados recentemente
9;Tudo;Música;Ao vivo;Anderson Freire;Hino;Contemporary worship music;Kygo;Blues-rock;Lista de reprodução;Jogos;Música sertaneja;Música brasileira;Álbuns;Música indie;Música New Age;Copa Libertadores da América;Animação;Comédia;Podcast;Música clássica;Enviados recentemente
